name,address,gu,brand,gas_price,dsel_price,SELF,CWSH,LPG,MAINT,CVS,SEL24,lat,lng
중앙에너비스 종암지점,서울 성북구 종암로 58,성북구,SK에너지,1535,1455,Y,Y,N,N,N,Y,37.5956086,127.0360473
HD현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),성북구,HD현대오일뱅크,1535,1455,Y,Y,N,N,N,N,37.5916521,127.0366717
우리주유소,서울 성북구 화랑로 292,성북구,SK에너지,1544,1465,Y,Y,N,Y,N,Y,37.6126118,127.0614248
(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,성북구,S-OIL,1553,1473,Y,Y,N,Y,N,N,37.6068678,127.0500641
HD현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),성북구,HD현대오일뱅크,1557,1465,Y,Y,N,N,N,N,37.6055001,127.0085818
동일주유소,서울특별시 성북구  보문로 85 (보문동5가),성북구,S-OIL,1559,1519,Y,Y,N,N,N,Y,37.58270419999999,127.0191918
HD현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96 (정릉동),성북구,HD현대오일뱅크,1570,1529,N,Y,N,N,N,N,37.600488,127.0142664
삼선주유소,서울 성북구 창경궁로 324,성북구,S-OIL,1635,1465,Y,Y,N,N,N,N,37.5879888,127.005574
(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),송파구,SK에너지,1543,1454,Y,Y,N,Y,N,Y,37.4994902,127.1017419
한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),송파구,SK에너지,1543,1454,Y,Y,N,Y,N,N,37.4993144,127.0970662
위례제일주유소,서울 송파구 위례서로 260,송파구,S-OIL,1563,1474,Y,Y,N,N,N,N,37.4878153,127.1426953
상아주유소,서울 송파구 거마로 82,송파구,S-OIL,1563,1474,Y,Y,N,N,N,N,37.500202,127.1478703
남성대주유소,서울 송파구 송파대로 52 (장지동),송파구,SK에너지,1573,1484,Y,Y,N,Y,N,Y,37.4753841,127.1275855
삼화주유소,서울 송파구 백제고분로 125,송파구,GS칼텍스,1573,1485,Y,N,N,N,N,Y,37.5065882,127.0810065
위례드림주유소,서울시 송파구  위례중앙로 10,송파구,S-OIL,1573,1484,Y,Y,N,N,N,Y,37.4754274,127.1284707
방이주유소,서울 송파구 위례성대로12길 38 (방이동),송파구,SK에너지,1573,1483,N,Y,N,Y,N,N,37.5106744,127.1208223
지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,송파구,GS칼텍스,1573,1484,Y,Y,N,N,Y,Y,37.4972962,127.0892473
(주)삼표에너지 아시아주유소,서울 송파구 도곡로 438 (잠실동),송파구,GS칼텍스,1573,1495,Y,Y,N,N,N,N,37.5045958,127.0773693
(유)호림플러스홀딩스 남성주유소,서울 송파구 백제고분로 474 (방이동),송파구,HD현대오일뱅크,1573,1498,N,Y,N,N,N,N,37.5125917,127.1139709
HD현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397 (석촌동),송파구,HD현대오일뱅크,1573,1483,Y,N,N,N,N,Y,37.5027277,127.108967
지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),송파구,GS칼텍스,1573,1484,Y,Y,N,N,N,N,37.4754161,127.1321545
대성주유소,서울 송파구 마천로 230 (마천동),송파구,SK에너지,1578,1498,N,Y,N,N,N,N,37.500054,127.1431473
백제고분로주유소,서울 송파구 오금로 143 (방이동),송파구,SK에너지,1583,1513,Y,Y,N,Y,Y,Y,37.5122326,127.1168766
(주)유진주유소,서울 송파구 동남로 325 (오금동),송파구,SK에너지,1583,1498,N,Y,N,N,N,N,37.5045778,127.1384385
지에스이앤알 직영 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),송파구,HD현대오일뱅크,1593,1485,Y,Y,N,Y,N,Y,37.5016713,127.0973336
(주)잠실에너지,서울 송파구 송파대로 442 (송파동),송파구,S-OIL,1595,1514,Y,Y,N,Y,N,Y,37.5051072,127.1135469
(주)정직한주유소,서울 송파구 오금로 455 (거여동),송파구,HD현대오일뱅크,1597,1537,Y,Y,N,N,N,N,37.4897279,127.1449912
대성석유(주)석촌주유소,서울 송파구 백제고분로 289,송파구,GS칼텍스,1597,1527,N,N,N,Y,N,N,37.5028242,127.0985725
제트라인DM주유소,서울 송파구 중대로 183 (가락동),송파구,HD현대오일뱅크,1598,1528,N,N,N,Y,N,N,37.4985047,127.125431
완불주유소,서울 송파구 송파대로 3 (장지동),송파구,SK에너지,1598,1542,Y,Y,N,N,N,Y,37.4711097,127.1261708
송파주유소,서울 송파구 송이로 28 (송파동),송파구,GS칼텍스,1615,1545,Y,N,N,Y,N,N,37.5088494,127.1064009
(주)삼표에너지 우리주유소,서울 송파구 동남로 153,송파구,GS칼텍스,1617,1547,Y,Y,N,N,N,N,37.49238570000001,127.1273583
(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58 (문정동),송파구,GS칼텍스,1627,1557,N,Y,N,N,N,N,37.4912353,127.1153533
HD현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),송파구,HD현대오일뱅크,1648,1578,Y,Y,N,Y,N,Y,37.509825,127.131607
대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),송파구,SK에너지,1838,1738,N,Y,N,N,N,N,37.5336683,127.1206178
양천구주유소,서울 양천구 국회대로 275 (목동),양천구,알뜰주유소,1494,1419,Y,Y,N,Y,N,Y,37.5303149,126.8655168
현대주유소,서울 양천구 남부순환로 372 (신월동),양천구,S-OIL,1494,1419,Y,Y,N,N,N,N,37.5338727,126.8292625
플라트(주)서호주유소,서울 양천구 남부순환로 317,양천구,GS칼텍스,1494,1419,Y,Y,N,Y,N,N,37.5386609,126.8268367
가로공원주유소,서울 양천구 가로공원로 165 (신월동),양천구,SK에너지,1494,1419,N,Y,N,N,N,Y,37.5370157,126.8342852
개나리Self주유소,서울 양천구 남부순환로 442 (신월동),양천구,SK에너지,1515,1435,Y,Y,N,Y,N,N,37.5282825,126.8329476
형산석유(주)원주유소,서울 양천구 남부순환로 408,양천구,HD현대오일뱅크,1515,1435,N,Y,N,Y,N,N,37.53113889999999,126.8309818
신정동주유소,서울 양천구 안양천로 663 (신정동),양천구,HD현대오일뱅크,1539,1479,Y,Y,N,N,Y,N,37.5065537,126.8711542
HD현대오일뱅크㈜직영 남부순환셀프주유소,서울 양천구 남부순환로 553 (신월동),양천구,HD현대오일뱅크,1539,1499,Y,Y,N,N,Y,Y,37.5194921,126.8388027
현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,양천구,HD현대오일뱅크,1544,1495,Y,Y,N,N,N,N,37.5106675,126.8710352
목동주유소,서울 양천구 목동중앙로 125 (목동),양천구,SK에너지,1567,1492,Y,Y,N,N,N,N,37.5396159,126.8745755
(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),양천구,GS칼텍스,1569,1494,Y,Y,N,N,N,N,37.5321651,126.8755188
지에스이앤알 직영 서울주유소,서울 양천구 신정로 236 (신정동),양천구,GS칼텍스,1569,1479,Y,Y,N,N,N,N,37.510561,126.8476971
지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),양천구,GS칼텍스,1569,1494,Y,Y,N,N,N,N,37.5453243,126.8821112
현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),양천구,HD현대오일뱅크,1569,1494,Y,Y,Y,Y,Y,Y,37.5459778,126.8813541
삼미상사(주)신월IC셀프주유소,서울 양천구 중앙로 331 (신월동),양천구,SK에너지,1584,1479,Y,N,N,Y,N,N,37.5255016,126.8497956
SK에너지(주) 신평,서울 양천구 목동남로 62,양천구,SK에너지,1589,1524,N,Y,N,Y,N,N,37.5093842,126.866217
SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),양천구,SK에너지,1589,1524,Y,Y,N,N,N,N,37.5281554,126.8538235
(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),양천구,HD현대오일뱅크,1599,1499,N,Y,N,N,N,N,37.5094872,126.8392408
현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,양천구,HD현대오일뱅크,1649,1611,Y,Y,N,Y,N,N,37.5195788,126.8710739
신양주유소,서울 양천구 지양로 67,양천구,SK에너지,1669,1599,N,Y,N,N,N,N,37.5215246,126.8338425
남서울고속주유소,서울 영등포구 가마산로 367 (대림동),영등포구,SK에너지,1489,1414,Y,Y,N,N,N,Y,37.5016028,126.8988662
영등포제일셀프주유소,서울 영등포구 가마산로 379,영등포구,HD현대오일뱅크,1489,1414,Y,Y,N,Y,N,N,37.5023476,126.8995031
(주)강서오일,서울 영등포구 도신로 151,영등포구,HD현대오일뱅크,1515,1425,Y,N,N,N,N,Y,37.5100219,126.908238
영등포현대셀프주유소,서울 영등포구 경인로 822 (영등포동),영등포구,HD현대오일뱅크,1515,1425,Y,N,N,N,Y,N,37.5153398,126.9044905
한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),영등포구,SK에너지,1515,1425,Y,Y,N,N,N,N,37.5176968,126.9169974
도림주유소,서울 영등포구 도림로 343 (도림동),영등포구,알뜰주유소,1515,1425,Y,N,N,Y,N,N,37.5077607,126.9002361
지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),영등포구,GS칼텍스,1515,1429,Y,Y,N,N,N,Y,37.4990517,126.9087328
(주)MS에너지,서울 영등포구 대림로 230,영등포구,HD현대오일뱅크,1515,1425,N,Y,N,N,N,N,37.5013367,126.8974358
행촌주유소,서울 영등포구 도신로 130 (신길동),영등포구,SK에너지,1515,1425,Y,Y,N,N,Y,Y,37.5086161,126.9062365
(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),영등포구,GS칼텍스,1515,1425,Y,Y,N,Y,N,Y,37.4985472,126.895759
성락주유소,서울 영등포구 가마산로 414 (신길동),영등포구,S-OIL,1515,1425,Y,Y,N,N,N,N,37.503825,126.902869
매봉주유소,서울 영등포구 도신로 248 (신길동),영등포구,HD현대오일뱅크,1545,1445,Y,Y,N,Y,N,N,37.51308849999999,126.9183345
㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,영등포구,GS칼텍스,1575,1489,N,Y,N,N,N,N,37.5146455,126.9007596
(주)지에스이앤알 보라주유소,서울 영등포구 영등포로 399 (신길동),영등포구,GS칼텍스,1585,1489,N,Y,N,N,N,N,37.5135359,126.9227357
SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),영등포구,SK에너지,1594,1505,N,Y,N,N,N,N,37.5153215,126.9170112
(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),영등포구,GS칼텍스,1599,1535,Y,Y,N,N,N,N,37.5375352,126.8970104
SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),영등포구,SK에너지,1599,1535,Y,Y,N,N,N,Y,37.5290356,126.8910476
선유도주유소,서울 영등포구 양평로 141 (양평동5가),영등포구,S-OIL,1599,1534,Y,Y,N,N,N,N,37.5393663,126.8926449
SK에너지(주) 기린주유소,서울 영등포구 선유로 270,영등포구,SK에너지,1609,1539,Y,Y,N,N,Y,Y,37.5360437,126.899268
국회대로주유소,서울 영등포구 국회대로 746 (여의도동),영등포구,HD현대오일뱅크,1975,1895,N,Y,N,N,N,N,37.52799359999999,126.916041
버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),영등포구,SK에너지,1995,1945,N,Y,N,N,N,N,37.5280177,126.9078708
SK KH에너지 여의도주유소,서울 영등포구 국회대로 794 (여의도동),영등포구,SK에너지,2195,2189,N,Y,N,N,N,N,37.5307944,126.9203901
SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,영등포구,GS칼텍스,2295,2395,N,Y,Y,N,Y,Y,37.53037990000001,126.9255782
HD현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),용산구,HD현대오일뱅크,1799,1699,N,Y,N,Y,N,N,37.5459695,127.0028749
(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),용산구,GS칼텍스,2020,1936,N,N,N,N,Y,N,37.5356171,126.9627002
(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),용산구,SK에너지,2042,1955,N,Y,N,N,N,N,37.5337268,126.9561284
동자동주유소,서울 용산구 한강대로104길 6 (동자동),용산구,SK에너지,2050,1922,N,Y,N,N,N,N,37.5527936,126.9747968
HD현대오일뱅크㈜직영 갈월동주유소,서울특별시 용산구  한강대로 322 (남영동),용산구,HD현대오일뱅크,2050,1922,N,Y,N,Y,N,N,37.5470375,126.9722357
HD현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),용산구,HD현대오일뱅크,2054,1921,N,Y,N,N,N,N,37.5505845,126.9769958
HD현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),용산구,HD현대오일뱅크,2054,1991,N,Y,N,Y,N,N,37.53449570000001,126.9466634
(주)남경주유소,서울 용산구 녹사평대로11길 24,용산구,SK에너지,2064,1959,N,Y,N,Y,N,Y,37.522633,126.9931266
한석주유소,서울 용산구 이촌로 164,용산구,SK에너지,2230,2153,N,Y,N,N,N,Y,37.5213901,126.965557
에너비스,서울 용산구 한남대로 82 (한남동),용산구,SK에너지,2267,2167,N,Y,N,N,N,N,37.5360412,127.0061276
서계주유소,서울 용산구  청파로 367 (청파동),용산구,GS칼텍스,2609,2729,N,Y,N,N,N,N,37.5523286,126.9689462
(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151 (진관동),은평구,HD현대오일뱅크,1484,1384,N,Y,N,N,N,N,37.6432264,126.9200074
타이거주유소,서울 은평구 수색로 188 (증산동),은평구,SK에너지,1484,1434,Y,Y,N,N,N,N,37.5851478,126.9041521
(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),은평구,HD현대오일뱅크,1485,1445,Y,Y,N,N,N,N,37.5810937,126.8977068
지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),은평구,GS칼텍스,1495,1445,Y,Y,N,N,N,N,37.5871708,126.8875393
불광주유소,서울 은평구 연서로 314 (불광동),은평구,HD현대오일뱅크,1528,1468,Y,Y,N,N,N,N,37.6203973,126.9237684
지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),은평구,GS칼텍스,1534,1494,Y,Y,N,Y,N,N,37.5907918,126.9178076
지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),은평구,GS칼텍스,1534,1494,Y,Y,N,N,N,Y,37.595613,126.9072033
대성산업㈜ 대성주유소,서울 은평구 통일로 642,은평구,GS칼텍스,1555,1478,Y,Y,N,N,N,Y,37.6040651,126.9352558
박석고개주유소,서울 은평구 통일로 945 (갈현동),은평구,SK에너지,1557,1497,Y,Y,N,N,N,Y,37.621541,126.913578
은평뉴타운주유소,서울 은평구 통일로 924 (불광동),은평구,SK에너지,1557,1497,Y,Y,N,Y,N,N,37.6252977,126.9204031
성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),은평구,GS칼텍스,1557,1497,Y,Y,N,N,N,N,37.629232,126.919704
코끼리주유소,서울 은평구 서오릉로 41 (녹번동),은평구,자가상표,1653,1573,N,Y,N,N,N,N,37.6032738,126.9294193
㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),종로구,HD현대오일뱅크,1694,1655,Y,Y,N,N,N,N,37.6097352,126.974513
안풍주유소,서울 종로구 자하문로 303,종로구,S-OIL,1699,1669,N,Y,N,N,N,N,37.5992064,126.9591445
자하문주유소,서울 종로구 자하문로 248 (부암동),종로구,SK에너지,1699,1669,Y,Y,N,N,N,N,37.592748,126.9664018
구도일주유소특종,서울 종로구 평창문화로 90 (평창동),종로구,S-OIL,1730,1660,N,Y,N,N,N,N,37.6066898,126.9710988
SK북악주유소,서울 종로구 평창문화로 137,종로구,SK에너지,2198,2098,N,Y,N,N,N,N,37.6098636,126.9748982
약수주유소,서울 중구 다산로 173,중구,SK에너지,1579,1479,Y,Y,N,Y,N,Y,37.5590258,127.0126614
세화주유소,서울 중구 왕십리로 403,중구,알뜰주유소,1618,1538,N,Y,N,Y,N,Y,37.5647309,127.0255275
장충드림주유소,서울 중구 동호로 296,중구,S-OIL,1695,1595,Y,Y,N,N,N,N,37.5608503,127.0034182
장충주유소,서울 중구 장충단로 202 (장충동1가),중구,SK에너지,1968,1939,N,Y,N,N,N,Y,37.5609763,127.0075809
신당동주유소,서울 중구 다산로 242 (신당동),중구,SK에너지,1998,1948,N,Y,N,N,N,Y,37.5646022,127.01641
필동주유소,서울 중구 퇴계로 196 (필동2가),중구,GS칼텍스,2399,2319,N,N,N,N,N,Y,37.5587734,126.9947209
서남주유소,서울 중구 통일로 30,중구,SK에너지,2611,2528,N,Y,N,N,N,Y,37.5583749,126.9720939
대원주유소,서울 중랑구 동일로 600,중랑구,GS칼텍스,1497,1407,Y,Y,N,N,N,N,37.5840333,127.0801082
면목SELF주유소,서울 중랑구 동일로 627 (면목동),중랑구,SK에너지,1497,1407,Y,Y,N,Y,N,N,37.5863498,127.0795885
대양주유소,서울 중랑구 봉우재로 105 (상봉동),중랑구,GS칼텍스,1517,1427,Y,Y,N,N,N,N,37.5925921,127.0848788
구도일주유소 동천,서울 중랑구 동일로 654 (면목동),중랑구,S-OIL,1517,1427,Y,Y,N,N,N,N,37.5890734,127.0802447
우림주유소,서울 중랑구 용마산로 487 (망우제3동),중랑구,GS칼텍스,1527,1428,Y,Y,N,N,N,N,37.5923318,127.0991054
오천만주유소,서울 중랑구 동일로 547 (면목동),중랑구,S-OIL,1527,1437,Y,Y,N,N,N,N,37.5791224,127.0793311
(주)태영 구도일주유소 한인,서울 중랑구 망우로 170 (상봉동),중랑구,S-OIL,1547,1457,Y,Y,N,Y,N,N,37.5924655,127.071908
신내주유소,서울 중랑구 용마산로 705 (신내동),중랑구,SK에너지,1563,1482,Y,Y,N,N,N,N,37.617125,127.0958962
범아주유소,서울 중랑구 동일로 881 (묵동),중랑구,S-OIL,1588,1498,N,Y,N,Y,N,N,37.6093111,127.0776725
용마로주유소,서울 중랑구 용마산로 309 (면목동),중랑구,SK에너지,1588,1488,Y,Y,N,N,N,N,37.5798777,127.0921819
신일셀프주유소,서울 중랑구 상봉로 58 (망우동),중랑구,SK에너지,1598,1498,Y,Y,N,Y,N,Y,37.5909419,127.0938066
